DATE,ID,CITY_NAME,DAY_TYPE,REAL_SUM,ROOM_TYPE,ROOM_SHARED,ROOM_PRIVATE,PERSON_CAPACITY,CLEANLINESS_RATING,GUEST_SATISFACTION_OVERALL,BEDROOMS,DISTANCE,METRO_DISTANCE,ATTR_INDEX,REST_INDEX
2023-10-28,180,Rome,Weekday,182.3580296,Entire home/apt,FALSE,FALSE,5,9,87,0,4.561748208,0.451046044,231.6571484,648.6938418
2023-10-29,181,Rome,Weekday,107.3106866,Private room,FALSE,TRUE,3,10,94,1,4.515209489,0.404016376,232.7269081,644.4900793
2023-10-30,182,Rome,Weekday,253.664695,Entire home/apt,FALSE,FALSE,3,9,88,1,0.90496439,0.094517359,791.8769418,1807.281959
2023-10-31,183,Rome,Weekday,288.2659622,Entire home/apt,FALSE,FALSE,4,9,94,1,0.977113752,0.034663496,844.2965765,1709.493904
2023-11-01,184,Rome,Weekday,255.7688261,Entire home/apt,FALSE,FALSE,5,9,88,2,3.953517001,1.126465685,312.6050606,907.9952354
2023-11-02,185,Vienna,Weekday,250.5668139,Entire home/apt,FALSE,FALSE,3,10,99,1,1.732893381,0.212627063,118.6468312,185.0967195
2023-11-03,186,Vienna,Weekday,156.6042587,Entire home/apt,FALSE,FALSE,3,10,97,1,4.80791176,0.228253103,80.14501549,85.72760016
2023-11-04,187,Vienna,Weekday,283.0563542,Entire home/apt,FALSE,FALSE,5,10,95,2,2.811772672,0.244162867,101.248112,151.3642876
2023-11-05,188,Vienna,Weekday,301.7553701,Entire home/apt,FALSE,FALSE,4,10,94,2,3.240594904,0.610429909,92.47393763,129.863831
2023-11-06,189,Vienna,Weekday,150.7608162,Entire home/apt,FALSE,FALSE,2,10,96,1,2.241145601,1.119506679,124.2567672,154.3489715
2023-11-07,190,Vienna,Weekday,162.4477012,Private room,FALSE,TRUE,2,10,99,1,4.611961298,0.199926338,52.0779407,75.5155423
2023-11-08,191,Vienna,Weekday,196.3396676,Entire home/apt,FALSE,FALSE,3,9,91,1,2.371546721,0.45241178,125.4136245,206.6448305
2023-11-09,192,Vienna,Weekday,107.7530795,Private room,FALSE,TRUE,2,8,92,1,3.629103159,0.47315903,62.4595793,93.81093259
2023-11-10,193,Vienna,Weekday,196.3396676,Entire home/apt,FALSE,FALSE,4,9,86,1,2.301345442,0.504317716,129.3601899,217.6117464
2023-11-11,194,Vienna,Weekday,212.2338312,Entire home/apt,FALSE,FALSE,2,10,97,1,2.011136644,0.679079891,145.3493809,237.9890637
2023-11-12,195,Vienna,Weekday,235.6076011,Entire home/apt,FALSE,FALSE,2,10,97,1,1.890061431,0.684780589,155.4114354,265.4238561
2023-11-13,196,Vienna,Weekday,251.5017647,Entire home/apt,FALSE,FALSE,2,9,90,1,1.383372867,0.134837775,128.3501613,210.4594695
2023-11-14,197,Vienna,Weekday,251.5017647,Entire home/apt,FALSE,FALSE,2,10,100,1,1.590292965,0.316954029,116.1245335,184.8113321
2023-11-15,198,Vienna,Weekday,129.958161,Entire home/apt,FALSE,FALSE,2,9,89,1,2.866544015,0.630935214,106.4636084,155.8039295
2023-11-16,199,Vienna,Weekday,270.2007807,Entire home/apt,FALSE,FALSE,4,10,87,1,1.270137239,0.044723901,140.573385,231.508786
2023-11-17,200,Vienna,Weekday,456.9572026,Entire home/apt,FALSE,FALSE,6,9,88,2,3.645033449,1.112518953,75.19756774,107.6238256
2023-11-18,201,Vienna,Weekday,300.3529439,Entire home/apt,FALSE,FALSE,4,10,97,1,1.345950257,0.354783099,145.2525953,218.5869505
2023-11-19,202,Vienna,Weekday,155.4355702,Private room,FALSE,TRUE,2,10,88,1,1.651936551,0.242090786,166.6775772,261.8376322
2023-11-20,203,Vienna,Weekday,170.6285207,Entire home/apt,FALSE,FALSE,2,10,99,1,5.102904559,0.50235127,94.00358323,83.69072807
